gamma_eff_over_gf,tau_Q,E_B_max_over_omega0F2,P_B_max_over_omega0F2,t_at_E_B_max,t_at_P_B_max
0.01,0.732596542821523,4.9692263290205085,1.6070460208376094,3.2481863888961366,2.943669008687124
0.01,0.8296958520834908,5.236059495323577,1.6706915920080476,3.2747432453723255,2.989983050122558
0.01,0.9396648314954695,5.57055590801215,1.7472688739420468,3.3225961198614495,3.0372198518978895
0.01,1.0642092440647246,5.988925077672934,1.8388345087288664,3.3920212355000983,3.126381096575392
0.01,1.2052609368708427,6.510861533475431,1.9475295129360402,3.4628617160188764,3.2169781148814414
0.01,1.3650078065460138,7.160602734525383,2.0756555459375483,3.576436047754705,3.3297853548061043
0.01,1.5459277364194777,7.969182898262328,2.22575181023099,3.6921662204158014,3.465273385641646
0.01,1.750827031735725,8.97276348019079,2.4004608572268147,3.8310945637739535,3.624008425191578
0.01,1.9828839491270713,10.219557434809891,2.6032446194192356,4.014685437447589,3.8274721735251624
0.01,2.245697995539774,11.766647024317583,2.836967077225456,4.223142573869161,4.055889442230779
0.01,2.5433457613046495,13.68987406808256,3.1055680727915975,4.47848536741012,4.331305129983496
0.01,2.8804441533962977,16.081599134547233,3.4129833825661184,4.78230598306025,4.6341814924344895
0.01,3.26222200971167,19.056838065398594,3.763744732603959,5.136533718423575,5.008653235807221
0.01,3.6946012051993025,22.76746617411634,4.163557160086096,5.52201470657712,5.41458253329741
0.01,4.184288507901583,27.397789957528126,4.617393976492871,5.984340076502936,5.875928136711217
0.01,4.738879609717656,33.18259495521425,5.131909978504845,6.505582011238954,6.417964758562335
0.01,5.366976945540476,40.4239956046091,5.713495848865898,7.11196549720628,7.023342886649193
0.01,6.07832312829723,49.49557656876955,6.370544459721346,7.8092271307112595,7.741906215791335
0.01,6.8839520696455,60.865775526694186,7.111515278844523,8.58153343427625,8.536008063272133
0.01,7.796360130405237,75.14896920658794,7.9458313117911565,9.48239685572875,9.43614126618861
0.01,8.829699955494092,93.08132407374282,8.883747466614544,10.4994190608845,10.452336468683225
0.01,10.0,115.60921632480097,9.93479155482332,11.668668272509002,11.62064906562625
0.01,11.325413151528126,143.92315980813044,11.112744715338833,12.981650871211835,12.93257090950593
0.01,12.826498305280612,179.50896281173902,12.42829872734489,14.455877730906902,14.430737075722716
0.01,14.526539259467812,224.18406454532163,13.895672890583917,16.16391174446853,16.112269857106007
0.01,16.451905877536625,280.2965994582366,15.527722080029715,18.05556058857438,18.02896919006396
0.01,18.6324631193156,350.71319202048295,17.340395728247028,20.240947211258742,20.213483240822843
0.01,21.102034285685967,438.8716960177834,19.344673425524938,22.70485196517703,22.676399770985082
0.01,23.898925662310504,549.1551784617031,21.55384195478541,25.490546441741362,25.460975043317067
0.01,27.06652070033241,686.8070832125788,23.979662640927515,28.649379472032336,28.618540528574822
0.01,30.653952950565298,858.0329237638688,26.637478815547265,32.24221708588025,32.20994259530379
0.01,34.71686818926563,1071.0239056690066,29.526484631400677,36.273329488401046,36.273329488401046
0.01,39.3182875570577,1334.361191549391,32.6518043309633,40.88840428982553,40.852662678558204
0.01,44.529585099426555,1659.4191762962244,36.01698174694859,46.073243670308734,46.073243670308734
0.01,50.431594871713585,2058.1624357144005,39.60746209549677,51.9640069528314,51.9640069528314
0.01,57.11586478126435,2545.1728540280296,43.40538768690565,58.63725656333319,58.63725656333319
0.01,64.68607661546328,3136.2477699327774,47.359300358093805,66.22329316211024,66.17740037474911
0.01,73.2596542821523,3850.578519939246,51.495833399866854,74.77456457572744,74.77456457572744
0.01,82.96958520834914,4701.921835051794,55.67997774582546,84.49607932047157,84.4428702031413
0.01,93.966483149547,5719.525032441046,59.9159314941032,95.45916903593412,95.45916903593412
0.01,106.42092440647247,6910.926805242968,64.04281876118665,107.91103419438117,107.91103419438117
0.01,120.52609368708426,8295.707395350868,67.99254891004574,122.009066115849,122.009066115849
0.01,136.50078065460139,9888.344059328307,71.69802677033347,137.9165439378565,137.9165439378565
0.01,154.59277364194784,11693.581089987856,74.93774162215834,156.0439484411975,156.0439484411975
0.01,175.08270317357253,13698.93197366389,77.63836955289428,176.44538457664208,176.44538457664208
0.01,198.28839491270713,15911.076953905409,79.67340051364755,199.7037512058989,199.7037512058989
0.01,224.56979955397762,18302.6087137479,81.02207734077801,225.8965619551733,225.8965619551733
0.01,254.33457613046508,20805.29258770286,81.38866621881493,255.62886768247864,255.62886768247864
0.01,288.0444153396298,23384.966861513705,80.8178882061841,289.35384703264634,289.35384703264634
0.01,326.222200971167,25965.269947135344,79.28587126200179,327.48924283536695,327.48924283536695
0.01,369.46012051993023,28465.187300774673,76.79062942247228,370.68568801761273,370.68568801761273
0.01,418.42885079015844,30828.333590451773,73.47375515036813,419.5829317197668,419.5829317197668
0.01,473.8879609717656,32918.79081454993,69.29933387136397,475.0231925122835,475.0231925122835
0.01,536.6976945540476,34758.3209711003,64.6430490426178,537.6961867653375,537.6961867653375
0.01,607.8323128297236,36346.86185108952,59.70133422525096,608.8115504078038,608.8115504078038
0.01,688.3952069645503,37574.21243273882,54.512290625339666,689.2796468778861,689.2796468778861
0.01,779.6360130405237,38438.90391069674,49.25110880632084,780.4677872706802,780.4677872706802
0.01,882.9699955494092,38879.774221633845,43.99440931236561,883.7435217184701,883.7435217184701
0.01,1000.0,39418.09162326344,39.39297232173149,1000.6376594618653,1000.6376594618653
0.1,0.1,3.7211449505100016,1.255363363021168,3.1475399527811128,2.766627595438176
0.1,0.11325413151528117,3.726120934301803,1.2569209234844503,3.148372645317287,2.7673595162661506
